DATAFLOW,FREQ,INDICATOR,REF_AREA,UNIT,TIME_PERIOD,OBS_VALUE
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Belarus,Gigagrams (Gg) CO2 equivalent,2006,14033.2787789746
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Belarus,Gigagrams (Gg) CO2 equivalent,2007,14314.1275701113
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Belarus,Gigagrams (Gg) CO2 equivalent,2008,14378.9292352728
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Belarus,Gigagrams (Gg) CO2 equivalent,2009,14372.4228060538
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Belarus,Gigagrams (Gg) CO2 equivalent,2010,14716.5771600752
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Belarus,Gigagrams (Gg) CO2 equivalent,2011,14769.3052459558
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Belarus,Gigagrams (Gg) CO2 equivalent,2012,15134.0732182688
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Belarus,Gigagrams (Gg) CO2 equivalent,2013,15531.6113630625
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Belarus,Gigagrams (Gg) CO2 equivalent,2014,15495.3379538985
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Belarus,Gigagrams (Gg) CO2 equivalent,2015,15415.0353535367
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Belarus,Gigagrams (Gg) CO2 equivalent,2016,15301.4637737547
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Belarus,Gigagrams (Gg) CO2 equivalent,2017,15465.6879935317
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Belarus,Gigagrams (Gg) CO2 equivalent,2018,15627.6158462797
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Belarus,Gigagrams (Gg) CO2 equivalent,2019,15736.3560791697
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,1990,93257.2107915906
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,1991,96256.6217135423
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,1992,101439.477974411
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,1993,105314.368694564
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,1994,109803.400300877
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,1995,115117.644812759
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,1996,119349.521214605
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,1997,118546.96397234
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,1998,119286.354915367
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,1999,119929.783775874
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,2000,120789.217215545
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,2001,119627.839812846
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,2002,117514.887859377
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,2003,116514.954416349
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,2004,116725.26812215
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,2005,115563.136134804
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,2006,114127.87436146
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,2007,112230.060939588
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,2008,110211.846745115
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,2009,103811.106035793
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,2010,101405.952345737
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,2011,100779.777958608
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,2012,102573.735963735
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,2013,103533.687672215
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,2014,104944.369859088
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,2015,102246.023890329
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,2016,98769.6181883453
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,2017,98584.809324245
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,2018,98663.8694972696
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Canada,Gigagrams (Gg) CO2 equivalent,2019,97761.4829504443
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,1990,5862.3792918007
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,1991,5800.51779373973
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,1992,5733.97594308755
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,1993,5630.50103399993
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,1994,5572.37525926897
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,1995,5581.61606507633
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,1996,5531.56227470832
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,1997,5384.99581822922
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,1998,5321.69957372081
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,1999,5238.26934534274
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,2000,5188.11156024288
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,2001,5220.60262195793
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,2002,5176.31268275818
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,2003,5103.26939111993
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,2004,5081.37255406606
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,2005,5116.25039974857
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,2006,5134.92602298846
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,2007,5116.20552115907
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,2008,5187.57654724485
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,2009,5092.56279354809
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,2010,5060.75607937693
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,2011,5010.90106964173
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,2012,4986.51073815911
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,2013,4920.34938609972
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,2014,4913.92993754444
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,2015,4887.99505065567
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,2016,4847.96185408298
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,2017,4787.68931446948
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,2018,4756.99729916324
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Switzerland,Gigagrams (Gg) CO2 equivalent,2019,4673.22101821746
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,1990,660.228479206501
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,1991,671.804397579195
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,1992,689.851157692298
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,1993,714.263237405631
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,1994,727.443121553056
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,1995,748.545920452077
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,1996,765.60807722122
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,1997,769.920708798177
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,1998,771.52473434422
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,1999,775.082048611474
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,2000,791.748723572298
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,2001,823.611954538029
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,2002,848.072706195227
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,2003,840.101310902014
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,2004,835.887830092041
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,2005,819.582398506782
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,2006,822.014354356661
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,2007,825.698791851909
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,2008,825.521244296365
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,2009,829.89762177809
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,2010,837.717287869933
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,2011,842.363218600888
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,2012,830.798980525804
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,2013,823.110303949717
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,2014,821.494793845237
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,2015,831.202994696672
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,2016,853.851682811708
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,2017,870.318783280419
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,2018,878.244561275261
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Cyprus,Gigagrams (Gg) CO2 equivalent,2019,889.552053243343
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Czech Republic,Gigagrams (Gg) CO2 equivalent,1990,23489.0591640009
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Czech Republic,Gigagrams (Gg) CO2 equivalent,1991,21901.5130238259
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Czech Republic,Gigagrams (Gg) CO2 equivalent,1992,20511.6231603563
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Czech Republic,Gigagrams (Gg) CO2 equivalent,1993,19605.2804705054
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Czech Republic,Gigagrams (Gg) CO2 equivalent,1994,18450.7975674529
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Czech Republic,Gigagrams (Gg) CO2 equivalent,1995,18033.3527439361
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Czech Republic,Gigagrams (Gg) CO2 equivalent,1996,17866.5560871019
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Czech Republic,Gigagrams (Gg) CO2 equivalent,1997,17439.8401922893
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Czech Republic,Gigagrams (Gg) CO2 equivalent,1998,16739.0289946716
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Czech Republic,Gigagrams (Gg) CO2 equivalent,1999,16001.6742008438
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Czech Republic,Gigagrams (Gg) CO2 equivalent,2000,15170.4986031649
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Czech Republic,Gigagrams (Gg) CO2 equivalent,2001,14919.7482821582
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Czech Republic,Gigagrams (Gg) CO2 equivalent,2002,14600.4422215809
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Czech Republic,Gigagrams (Gg) CO2 equivalent,2003,14532.9608740441
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Czech Republic,Gigagrams (Gg) CO2 equivalent,2004,14048.546351542
